Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1241839","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","624","Roat, J.","1963","","North Atlantic Ocean","","","United States","Florida","St. Lucie County","Fort Pierce","","","","","","","","","","9 to 11","","","","","","295887","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/35468c1ed-b4b2-4878-b549-02efb0265f43"
"USNM 1241838","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry; Dry; Dry","624","Roat, J.","1963","","North Atlantic Ocean","","","United States","Florida","St. Lucie County","Fort Pierce","","","","","","","","","","9 to 11","","","","","","295887","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/3da2122f3-68c3-4b02-825f-9c9fa75bf894"
"USNM 1241840","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry; Dry; Dry; Dry","624","Roat, J.","","","North Atlantic Ocean","","","United States","Florida","Martin County","","Hobe Sound, East coast of Florida","","","","","","","","","","","","","","","295887","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/3a3e7824f-1491-4afd-9e28-f82d87d531cb"
"USNM 1241841","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry; Dry; Dry; Dry","624","Roat, J.","","","North Atlantic Ocean","","","United States","Florida","Martin County","","Hobe Sound, East coast of Florida","","","","","","","","","","","","","","","295887","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/300373862-60c8-4bc4-9a04-70691b3b05ad"
"USNM 1241842","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",6,"","Dry; Dry; Dry; Dry; Dry; Dry","624","Roat, J.","","","North Atlantic Ocean","","","United States","Florida","Martin County","","Hobe Sound, East coast of Florida","","","","","","","","","","","","","","","295887","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/3871e8d23-7a5e-4556-b033-d90aceec6776"
"USNM 1241851","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Sylva, D.","18 Oct 1964","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Sanibel Island, found on south beach, lear Casa Ybel","","","","","","","","","","","","","","","295887","","","","","","","","","06 Aug 2014 16:26:00","http://n2t.net/ark:/65665/3048a0f9a-11d3-4b13-8e40-9b342408c229"
"USNM 1241852","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","624","Roat, J.","","","North Atlantic Ocean","","","United States","Florida","Martin County","","Hobe Sound, East coast of Florida","","","","","","","","","","","","","","","295887","","","","","","","","","06 Aug 2014 16:26:00","http://n2t.net/ark:/65665/321ff3526-8fba-433d-a3e7-ea312e960275"
"USNM 1241853","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","20 Sep 1969","","North Atlantic Ocean","","","United States","Florida","","","between Jupiter Inlet & Port Salerno, Intracostal Daymarker #25","","","","","","","","","3","","","snagged in about 10 ft of water by fishing tackle. Water color-coffee brown, visibility 6 inches or less","","","295887","","","","","","","","","06 Aug 2014 16:26:00","http://n2t.net/ark:/65665/3c31b1d8e-6dbf-47a9-b23a-b8dd1665f26d"
"USNM 1241891","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Sucharov, M.","Aug 1985","","North Atlantic Ocean","","","Guinea","","","","Conakry, beach/shore outside Nova Hotel, lava rock formation","","","","","","","","","","","","Registration #379339 from Maira Sucharov 21 APR 1988","","","","","","","","","","","","09 Aug 2019 18:17:00","http://n2t.net/ark:/65665/3cd65a5d7-5df1-46ab-96fa-4b0f0422fabd"
"USNM 1241892","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Sucharov, M.","Aug 1985","","North Atlantic Ocean","","","Guinea","","","","Conakry, beach/shore outside Nova Hotel, lava rock formation","","","","","","","","","","","","Registration #379339 from Maira Sucharov 21 APR 1988","","","379339","","","","","","","","","09 Aug 2019 18:20:00","http://n2t.net/ark:/65665/32893f80b-6894-4334-a0ee-19292abdebc0"
"USNM 1241910","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Goreau, T.","Jun 1961","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Runaway Bay","","","","","","","","","37","","","","","","","","","","","","","","","06 Aug 2014 16:26:00","http://n2t.net/ark:/65665/3bd45938e-e92f-4972-ba8b-62fadbd94040"
"USNM 1244585","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, Piscadera Bay","","","","","","","","","20 to 30","","","Tissue taken by Akacia Halliday-Isaac in May 2022 for DNA extraction in study on Apicomplexan diversity.","","","238877","","","","","","","","","20 May 2022 18:14:00","http://n2t.net/ark:/65665/34c80c9c5-2c79-4a24-8e3d-74e7b3675dca"
"USNM 1245117","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Goldberg, W.","Feb 1975 (Feb. 1975)","","North Pacific Ocean","","","Marshall Islands","","","","Ralik Chain, Enewetak Atoll, Keith Island, outer reef slope, under ledge","","","","","","","","","40 to 46","","","","","","","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/332efac4f-82ac-4461-b1c0-04142507ac49"
"USNM 1248147","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","66064","Burch, T. A.; Skoglund","18 Dec 1966 (12/18/66)","Dredge - Triangle","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Adair Bay",31.3583,-113.663,"","","Janthina V R/V","","","","11","","","","","","300062","","","","","","","","","08 Oct 2014 17:16:00","http://n2t.net/ark:/65665/35694f85e-e3df-4f72-8449-fd06bf680563"
"USNM 1248153","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","67034","Burch, T. A.; Burch, J. Q.","11 Mar 1967","Dredge - Triangle","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Adair Bay, Off Choya",31.35,-113.687,"","","Janthina V R/V","","","","12","","","","","","300062","","","","","","","","","09 Aug 2019 18:21:00","http://n2t.net/ark:/65665/30447ddae-ad31-4d53-af41-aeb62a1bf78b"
"USNM 1248343","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","Jul 1967 (July 1967)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Marina near Puerto Penasco","","","","","","","","","","","","after a big blow","","","300062","","","","","","","","","06 Aug 2014 16:27:00","http://n2t.net/ark:/65665/3a5797f63-b720-476a-879c-c16c8d3958b4"
"USNM 1248344","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","Jul 1967 (July 1967)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Marina near Puerto Penasco","","","","","","","","","","","","after a big blow","","","300062","","","","","","","","","06 Aug 2014 16:27:00","http://n2t.net/ark:/65665/3b9c29a30-4bd5-4133-a646-88dae77f8061"
"USNM 1248345","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Burch, B. L.","4 Sep 1966 (9-4-66)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cholla Bay, off Pelican Point",31.35,-113.67,"","","","","","","3","","","","","","300062","","","","","","","","","08 Oct 2014 17:16:00","http://n2t.net/ark:/65665/3cd26deb6-7283-445b-86e2-b9c533b24b13"
"USNM 1248351","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Skoglund, C.","11 Nov 1966 (11-11-66)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cholla Bay, off Pelican Point",31.35,-113.67,"","","","","","","3 to 9","","","","","","300062","","","","","","","","","08 Oct 2014 17:16:00","http://n2t.net/ark:/65665/34b9c1b47-3b52-450f-b356-84d1d84be59b"
"USNM 1248353","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","30 Jul 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Skoglund, C.","11 Nov 1966 (11-11-66)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cholla Bay, off Pelican Point",31.35,-113.67,"","","","","","","3 to 9","","","","","","300062","","","","","","","","","08 Oct 2014 17:16:00","http://n2t.net/ark:/65665/37d0d9014-2fe2-4a46-9b41-10283c63be8b"
"USNM 1248354","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","30 Jul 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Skoglund, C.","11 Nov 1966 (11-11-66)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cholla Bay, off Pelican Point",31.35,-113.67,"","","","","","","3 to 9","","","","","","300062","","","","","","","","","08 Oct 2014 17:16:00","http://n2t.net/ark:/65665/38645687d-3d86-482d-978d-12b0759e3341"
"USNM 1248355","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","30 Jul 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Skoglund, C.","11 Nov 1966 (11-11-66)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cholla Bay, off Pelican Point",31.35,-113.67,"","","","","","","3 to 9","","","","","","300062","","","","","","","","","08 Oct 2014 17:16:00","http://n2t.net/ark:/65665/38f354837-d688-4fd3-9ee1-260c8649030e"
"USNM 1248356","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","30 Jul 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Skoglund, C.","11 Nov 1966 (11-11-66)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cholla Bay, off Pelican Point",31.35,-113.67,"","","","","","","3 to 9","","","","","","300062","","","","","","","","","08 Oct 2014 17:16:00","http://n2t.net/ark:/65665/34fd6a730-6e34-4323-b373-72aaa4209cb7"
"USNM 1248374","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","Acc. 259","Burch","8 Aug 1969","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Choya Bay, just off Pelican Point","","","","","","","","","8 to 9","","","","","collector number : A113-30","300062","","","","","","","","","06 Aug 2014 16:28:00","http://n2t.net/ark:/65665/313cd08ed-5265-4db3-acf9-350ce656e8c3"
"USNM 1248377","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","30 Jul 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry","Acc. 259","Burch","8 Aug 1969","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Choya Bay, just off Pelican Point","","","","","","","","","8 to 9","","","","","collector number : A113-31","300062","","","","","","","","","30 Jul 2014 14:48:00","http://n2t.net/ark:/65665/37882c68a-9d7c-4423-a1bb-8bfd2038f249"
"USNM 1248378","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","Acc. 259","Burch","8 Aug 1969","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Choya Bay, just off Pelican Point","","","","","","","","","8 to 9","","","","","collector number : A113-31","300062","","","","","","","","","06 Aug 2014 16:29:00","http://n2t.net/ark:/65665/3973aabcd-169c-4f4c-be89-e36cd9e69e3e"
"USNM 1248386","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Burch, J.; Burch, J.","5 Aug 1962","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Guaymas, San Carlos Bay, Casa Moviles","","","","","","","","","1 to 6","","","","","","244320","","","","","","","","","18 Jun 2014 19:42:00","http://n2t.net/ark:/65665/30153071c-e315-4779-af41-e67dee1d8356"
"USNM 1248387","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Burch, J.; Burch, J.","5 Aug 1962","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Guaymas, San Carlos Bay, Casa Moviles","","","","","","","","","1 to 6","","","","","","244320","","","","","","","","","18 Jun 2014 19:42:00","http://n2t.net/ark:/65665/32fd0a998-b47b-4ebf-869d-95ef66ad8ba2"
"USNM 1248389","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","30 Jul 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",10,"","Dry","","Morris, B.","18 Jun 1967 (18-vi-67)","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Choya Bay, Pelican Point","","","","","","","","","8 to 9","","","Fairly common in shallow water. Both in rock ledges & in boulders.","","","300062","","","","","","","","","30 Jul 2014 14:48:00","http://n2t.net/ark:/65665/35a91e768-c1ae-4b1a-98d2-9e0205fbfe4d"
"USNM 1248564","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","09 Aug 2019 18:09:00","http://n2t.net/ark:/65665/32bc09f9e-179c-4829-9378-4b4b19908796"
"USNM 1248567","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","06 Aug 2014 16:29:00","http://n2t.net/ark:/65665/3ce8f8b35-522a-411e-ba46-5e1312db1596"
"USNM 1248568","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","09 Aug 2019 18:07:00","http://n2t.net/ark:/65665/30d88a131-91b6-4e7b-8215-f7b8dca9086d"
"USNM 1248569","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","06 Aug 2014 16:29:00","http://n2t.net/ark:/65665/303b35b87-5822-4cce-9f0d-f7f7293408df"
"USNM 1248570","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","09 Aug 2019 18:14:00","http://n2t.net/ark:/65665/36526cfba-b846-4352-b0de-b779adb9d919"
"USNM 1248578","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","06 Aug 2014 16:30:00","http://n2t.net/ark:/65665/352bfaa8c-fcce-4424-b734-ef1da2626d47"
"USNM 1248580","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Baddyr, M.; Voss, G. L.","Jul 1985","Trawl - Fish","North Atlantic Ocean","","","Morocco","","","","Agadir","","","","","","","","","100","","","acc 368018","","","368018","","","","","","","","","06 Aug 2014 16:30:00","http://n2t.net/ark:/65665/330f782e9-6d25-4ff5-8521-c99c7024737d"
"USNM 1248657","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","4 Mar 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Eugorgia sp.","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","1366","","31 Dec 1963 (12/31/63)","","North Atlantic Ocean","Caribbean Sea","","Honduras","","","","Camaron","","","","","","","","","","","","","","","","","","","","","","","","04 Mar 2019 20:37:00","http://n2t.net/ark:/65665/3467a6590-2db2-44ca-8d5c-406abcfc40da"
