,id,type,DEG_tp2_tp4,GO_BP
8451,FUN_007827,gene,no,negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]
8452,FUN_007827,gene,no,negative regulation of tumor necrosis factor production [GO:0032720]
8453,FUN_007827,gene,no,T cell activation [GO:0042110]
8454,FUN_007830,gene,no,activation of immune response [GO:0002253]
8455,FUN_007830,gene,no,biosynthetic process of antibacterial peptides active against Gram-positive bacteria [GO:0002815]
8456,FUN_007830,gene,no,cellular response to lipopolysaccharide [GO:0071222]
8457,FUN_007830,gene,no,cellular response to muramyl dipeptide [GO:0071225]
8458,FUN_007830,gene,no,cellular response to organic cyclic compound [GO:0071407]
8459,FUN_007830,gene,no,cellular response to peptidoglycan [GO:0071224]
8460,FUN_007830,gene,no,defense response [GO:0006952]
8461,FUN_007830,gene,no,defense response to bacterium [GO:0042742]
8462,FUN_007830,gene,no,defense response to Gram-positive bacterium [GO:0050830]
8463,FUN_007830,gene,no,detection of bacterium [GO:0016045]
8464,FUN_007830,gene,no,detection of biotic stimulus [GO:0009595]
8465,FUN_007830,gene,no,detection of muramyl dipeptide [GO:0032498]
8466,FUN_007830,gene,no,ERK1 and ERK2 cascade [GO:0070371]
8467,FUN_007830,gene,no,establishment of localization in cell [GO:0051649]
8468,FUN_007830,gene,no,I-kappaB kinase/NF-kappaB signaling [GO:0007249]
8469,FUN_007830,gene,no,inflammatory response [GO:0006954]
8470,FUN_007830,gene,no,innate immune response [GO:0045087]
8471,FUN_007830,gene,no,innate immune response in mucosa [GO:0002227]
8472,FUN_007830,gene,no,intracellular signal transduction [GO:0035556]
8473,FUN_007830,gene,no,JNK cascade [GO:0007254]
8474,FUN_007830,gene,no,maintenance of gastrointestinal epithelium [GO:0030277]
8475,FUN_007830,gene,no,MAPK cascade [GO:0000165]
8476,FUN_007830,gene,no,negative regulation of inflammatory response to antigenic stimulus [GO:0002862]
8477,FUN_007830,gene,no,negative regulation of interleukin-12 production [GO:0032695]
8478,FUN_007830,gene,no,negative regulation of interleukin-18 production [GO:0032701]
8479,FUN_007830,gene,no,negative regulation of interleukin-2 production [GO:0032703]
8480,FUN_007830,gene,no,negative regulation of macrophage apoptotic process [GO:2000110]
8481,FUN_007830,gene,no,negative regulation of macrophage cytokine production [GO:0010936]
8482,FUN_007830,gene,no,negative regulation of NF-kappaB transcription factor activity [GO:0032088]
8483,FUN_007830,gene,no,negative regulation of T cell mediated immunity [GO:0002710]
8484,FUN_007830,gene,no,negative regulation of toll-like receptor 2 signaling pathway [GO:0034136]
8485,FUN_007830,gene,no,negative regulation of tumor necrosis factor production [GO:0032720]
8486,FUN_007830,gene,no,negative regulation of type II interferon production [GO:0032689]
8487,FUN_007830,gene,no,NIK/NF-kappaB signaling [GO:0038061]
8488,FUN_007830,gene,no,nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]
8489,FUN_007830,gene,no,pattern recognition receptor signaling pathway [GO:0002221]
8490,FUN_007830,gene,no,peptidyl-tyrosine phosphorylation [GO:0018108]
8491,FUN_007830,gene,no,phagocytosis [GO:0006909]
8492,FUN_007830,gene,no,positive regulation of antibacterial peptide biosynthetic process [GO:0006963]
8493,FUN_007830,gene,no,positive regulation of B cell activation [GO:0050871]
8494,FUN_007830,gene,no,positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria [GO:0006965]
8495,FUN_007830,gene,no,positive regulation of cell population proliferation [GO:0008284]
8496,FUN_007830,gene,no,positive regulation of cytokine production involved in immune response [GO:0002720]
8497,FUN_007830,gene,no,positive regulation of cytokine production involved in inflammatory response [GO:1900017]
8498,FUN_007830,gene,no,positive regulation of dendritic cell antigen processing and presentation [GO:0002606]
8499,FUN_007830,gene,no,positive regulation of dendritic cell cytokine production [GO:0002732]
8500,FUN_007830,gene,no,positive regulation of epithelial cell proliferation [GO:0050679]
8501,FUN_007830,gene,no,positive regulation of ERK1 and ERK2 cascade [GO:0070374]
8502,FUN_007830,gene,no,positive regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002925]
8503,FUN_007830,gene,no,positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]
8504,FUN_007830,gene,no,positive regulation of innate immune response [GO:0045089]
8505,FUN_007830,gene,no,positive regulation of interleukin-1 beta production [GO:0032731]
8506,FUN_007830,gene,no,positive regulation of interleukin-10 production [GO:0032733]
8507,FUN_007830,gene,no,positive regulation of interleukin-12 production [GO:0032735]
8508,FUN_007830,gene,no,positive regulation of interleukin-17 production [GO:0032740]
8509,FUN_007830,gene,no,positive regulation of interleukin-6 production [GO:0032755]
8510,FUN_007830,gene,no,positive regulation of interleukin-8 production [GO:0032757]
8511,FUN_007830,gene,no,positive regulation of JNK cascade [GO:0046330]
8512,FUN_007830,gene,no,positive regulation of macrophage cytokine production [GO:0060907]
8513,FUN_007830,gene,no,positive regulation of MAP kinase activity [GO:0043406]
8514,FUN_007830,gene,no,positive regulation of MAPK cascade [GO:0043410]
8515,FUN_007830,gene,no,positive regulation of monocyte chemotactic protein-1 production [GO:0071639]
8516,FUN_007830,gene,no,positive regulation of NF-kappaB transcription factor activity [GO:0051092]
8517,FUN_007830,gene,no,positive regulation of NIK/NF-kappaB signaling [GO:1901224]
8518,FUN_007830,gene,no,positive regulation of nitric-oxide synthase biosynthetic process [GO:0051770]
8519,FUN_007830,gene,no,positive regulation of Notch signaling pathway [GO:0045747]
8520,FUN_007830,gene,no,positive regulation of oxidoreductase activity [GO:0051353]
8521,FUN_007830,gene,no,positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]
8522,FUN_007830,gene,no,positive regulation of phagocytosis [GO:0050766]
8523,FUN_007830,gene,no,positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]
8524,FUN_007830,gene,no,positive regulation of prostaglandin-E synthase activity [GO:2000363]
8525,FUN_007830,gene,no,positive regulation of prostaglandin-endoperoxide synthase activity [GO:0060585]
8526,FUN_007830,gene,no,positive regulation of protein K63-linked ubiquitination [GO:1902523]
8527,FUN_007830,gene,no,positive regulation of protein ubiquitination [GO:0031398]
8528,FUN_007830,gene,no,positive regulation of stress-activated MAPK cascade [GO:0032874]
8529,FUN_007830,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
8530,FUN_007830,gene,no,positive regulation of tumor necrosis factor production [GO:0032760]
8531,FUN_007830,gene,no,positive regulation of type 2 immune response [GO:0002830]
8532,FUN_007830,gene,no,positive regulation of xenophagy [GO:1904417]
8533,FUN_007830,gene,no,regulation of inflammatory response [GO:0050727]
8534,FUN_007830,gene,no,regulation of neutrophil chemotaxis [GO:0090022]
8535,FUN_007830,gene,no,response to exogenous dsRNA [GO:0043330]
8536,FUN_007830,gene,no,response to lipopolysaccharide [GO:0032496]
8537,FUN_007830,gene,no,response to muramyl dipeptide [GO:0032495]
8538,FUN_007830,gene,no,response to nutrient [GO:0007584]
8539,FUN_007830,gene,no,response to peptidoglycan [GO:0032494]
8540,FUN_007830,gene,no,signal transduction [GO:0007165]
8541,FUN_007830,gene,no,stress-activated MAPK cascade [GO:0051403]
8542,FUN_007830,gene,no,toll-like receptor 2 signaling pathway [GO:0034134]
8543,FUN_007830,gene,no,xenophagy [GO:0098792]
8544,FUN_007836,gene,no,aggrephagy [GO:0035973]
8545,FUN_007836,gene,no,early endosome to late endosome transport [GO:0045022]
8546,FUN_007836,gene,no,mitochondrion organization [GO:0007005]
8547,FUN_007836,gene,no,protein stabilization [GO:0050821]
8548,FUN_007836,gene,no,regulation of phosphatidylinositol 3-kinase activity [GO:0043551]
8549,FUN_007836,gene,no,ubiquitin-dependent protein catabolic process [GO:0006511]
8550,FUN_007837,gene,no,locomotory behavior [GO:0007626]
8551,FUN_007837,gene,no,musculoskeletal movement [GO:0050881]
8552,FUN_007837,gene,no,regulation of buoyancy [GO:0031413]
8553,FUN_007837,gene,no,regulation of lipid metabolic process [GO:0019216]
8554,FUN_007846,gene,no,cell differentiation [GO:0030154]
8555,FUN_007846,gene,no,cell fate specification [GO:0001708]
8556,FUN_007846,gene,no,negative regulation of transcription by RNA polymerase II [GO:0000122]
8557,FUN_007846,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
8558,FUN_007973,gene,no,blood coagulation [GO:0007596]
8559,FUN_007973,gene,no,defense response to bacterium [GO:0042742]
8560,FUN_007973,gene,no,defense response to protozoan [GO:0042832]
8561,FUN_007973,gene,no,defense response to virus [GO:0051607]
8562,FUN_007973,gene,no,endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]
8563,FUN_007973,gene,no,granulocyte chemotaxis [GO:0071621]
8564,FUN_007973,gene,no,lysosome organization [GO:0007040]
8565,FUN_007973,gene,no,mast cell secretory granule organization [GO:0033364]
8566,FUN_007973,gene,no,melanosome organization [GO:0032438]
8567,FUN_007973,gene,no,microtubule-based process [GO:0007017]
8568,FUN_007973,gene,no,natural killer cell mediated cytotoxicity [GO:0042267]
8569,FUN_007973,gene,no,neutrophil mediated immunity [GO:0002446]
8570,FUN_007973,gene,no,phagocytosis [GO:0006909]
8571,FUN_007973,gene,no,phospholipid homeostasis [GO:0055091]
8572,FUN_007973,gene,no,phospholipid metabolic process [GO:0006644]
8573,FUN_007973,gene,no,pigment granule organization [GO:0048753]
8574,FUN_007973,gene,no,pigmentation [GO:0043473]
8575,FUN_007973,gene,no,positive regulation of natural killer cell activation [GO:0032816]
8576,FUN_007973,gene,no,protein localization [GO:0008104]
8577,FUN_007973,gene,no,response to xenobiotic stimulus [GO:0009410]
8578,FUN_007973,gene,no,secretion of lysosomal enzymes [GO:0033299]
8579,FUN_007973,gene,no,T cell mediated immunity [GO:0002456]
8580,FUN_007995,gene,no,cell adhesion [GO:0007155]
8581,FUN_007995,gene,no,regulation of canonical Wnt signaling pathway [GO:0060828]
8582,FUN_007995,gene,no,Wnt signaling pathway [GO:0016055]
8583,FUN_007999,gene,no,dorsal appendage formation [GO:0046843]
8584,FUN_007999,gene,no,germarium-derived oocyte fate determination [GO:0007294]
8585,FUN_007999,gene,no,global gene silencing by mRNA cleavage [GO:0098795]
8586,FUN_007999,gene,no,heterochromatin formation [GO:0031507]
8587,FUN_007999,gene,no,intracellular mRNA localization [GO:0008298]
8588,FUN_007999,gene,no,mitotic chromosome condensation [GO:0007076]
8589,FUN_007999,gene,no,negative regulation of DNA-templated transcription [GO:0045892]
8590,FUN_007999,gene,no,negative regulation of transposition, DNA-mediated [GO:0000335]
8591,FUN_007999,gene,no,oocyte karyosome formation [GO:0030717]
8592,FUN_007999,gene,no,oocyte localization involved in germarium-derived egg chamber formation [GO:0030720]
8593,FUN_007999,gene,no,oocyte maturation [GO:0001556]
8594,FUN_007999,gene,no,polarity specification of anterior/posterior axis [GO:0009949]
8595,FUN_007999,gene,no,polarity specification of dorsal/ventral axis [GO:0009951]
8596,FUN_007999,gene,no,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]
8597,FUN_007999,gene,no,regulation of pole plasm oskar mRNA localization [GO:0007317]
8598,FUN_007999,gene,no,RNA-mediated gene silencing [GO:0031047]
8599,FUN_007999,gene,no,spermatogenesis [GO:0007283]
8600,FUN_008099,gene,no,adaptive immune response [GO:0002250]
8601,FUN_008099,gene,no,angiogenesis [GO:0001525]
8602,FUN_008099,gene,no,cell adhesion [GO:0007155]
8603,FUN_008099,gene,no,cellular response to vascular endothelial growth factor stimulus [GO:0035924]
8604,FUN_008099,gene,no,intracellular signal transduction [GO:0035556]
8605,FUN_008099,gene,no,peptidyl-serine phosphorylation [GO:0018105]
8606,FUN_008099,gene,no,peptidyl-threonine phosphorylation [GO:0018107]
8607,FUN_008099,gene,no,positive regulation of angiogenesis [GO:0045766]
8608,FUN_008099,gene,no,positive regulation of blood vessel endothelial cell migration [GO:0043536]
8609,FUN_008099,gene,no,positive regulation of cell adhesion [GO:0045785]
8610,FUN_008099,gene,no,positive regulation of CREB transcription factor activity [GO:0032793]
8611,FUN_008099,gene,no,positive regulation of DNA biosynthetic process [GO:2000573]
8612,FUN_008099,gene,no,positive regulation of DNA-binding transcription factor activity [GO:0051091]
8613,FUN_008099,gene,no,positive regulation of endothelial cell chemotaxis [GO:2001028]
8614,FUN_008099,gene,no,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway [GO:0038033]
8615,FUN_008099,gene,no,positive regulation of endothelial cell migration [GO:0010595]
8616,FUN_008099,gene,no,positive regulation of endothelial cell proliferation [GO:0001938]
8617,FUN_008099,gene,no,positive regulation of ERK1 and ERK2 cascade [GO:0070374]
8618,FUN_008099,gene,no,positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]
8619,FUN_008099,gene,no,positive regulation of histone deacetylase activity [GO:1901727]
8620,FUN_008099,gene,no,positive regulation of interleukin-2 production [GO:0032743]
8621,FUN_008099,gene,no,positive regulation of interleukin-8 production [GO:0032757]
8622,FUN_008099,gene,no,positive regulation of intracellular signal transduction [GO:1902533]
8623,FUN_008099,gene,no,positive regulation of NF-kappaB transcription factor activity [GO:0051092]
8624,FUN_008099,gene,no,positive regulation of peptidyl-serine phosphorylation [GO:0033138]
8625,FUN_008099,gene,no,positive regulation of T cell receptor signaling pathway [GO:0050862]
8626,FUN_008099,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
8627,FUN_008099,gene,no,positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]
8628,FUN_008099,gene,no,protein autophosphorylation [GO:0046777]
8629,FUN_008099,gene,no,protein kinase D signaling [GO:0089700]
8630,FUN_008099,gene,no,protein phosphorylation [GO:0006468]
8631,FUN_008099,gene,no,regulation of T cell apoptotic process [GO:0070232]
8632,FUN_008099,gene,no,T cell receptor signaling pathway [GO:0050852]
8633,FUN_008099,gene,no,vascular endothelial growth factor receptor signaling pathway [GO:0048010]
8634,FUN_008101,gene,no,cellular response to retinoic acid [GO:0071300]
8635,FUN_008101,gene,no,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]
8636,FUN_008101,gene,no,mRNA splicing, via spliceosome [GO:0000398]
8637,FUN_008101,gene,no,negative regulation of DNA-templated transcription [GO:0045892]
8638,FUN_008101,gene,no,negative regulation of transcription by RNA polymerase II [GO:0000122]
8639,FUN_008101,gene,no,positive regulation by host of viral transcription [GO:0043923]
8640,FUN_008101,gene,no,positive regulation of histone H3-K4 methylation [GO:0051571]
8641,FUN_008101,gene,no,positive regulation of mRNA splicing, via spliceosome [GO:0048026]
8642,FUN_008101,gene,no,positive regulation of neurogenesis [GO:0050769]
8643,FUN_008101,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
8644,FUN_008101,gene,no,positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]
8645,FUN_008101,gene,no,positive regulation of vitamin D receptor signaling pathway [GO:0070564]
8646,FUN_008101,gene,no,regulation of retinoic acid receptor signaling pathway [GO:0048385]
8647,FUN_008101,gene,no,regulation of transcription by RNA polymerase II [GO:0006357]
8648,FUN_008101,gene,no,regulation of vitamin D receptor signaling pathway [GO:0070562]
8649,FUN_008101,gene,no,retinoic acid receptor signaling pathway [GO:0048384]
8650,FUN_008104,gene,no,cellular response to heat [GO:0034605]
8651,FUN_008104,gene,no,protein folding [GO:0006457]
8652,FUN_008104,gene,no,protein stabilization [GO:0050821]
8653,FUN_008214,gene,no,global gene silencing by mRNA cleavage [GO:0098795]
8654,FUN_008214,gene,no,negative regulation of tumor necrosis factor production [GO:0032720]
8655,FUN_008214,gene,no,NIK/NF-kappaB signaling [GO:0038061]
8656,FUN_008214,gene,no,pre-miRNA processing [GO:0031054]
8657,FUN_008214,gene,no,RISC complex assembly [GO:0070922]
8658,FUN_008214,gene,no,siRNA processing [GO:0030422]
8659,FUN_008273,gene,yes,axoneme assembly [GO:0035082]
8660,FUN_008273,gene,yes,brain development [GO:0007420]
8661,FUN_008273,gene,yes,epithelial cilium movement involved in extracellular fluid movement [GO:0003351]
8662,FUN_008273,gene,yes,establishment of localization in cell [GO:0051649]
8663,FUN_008273,gene,yes,inflammatory response to antigenic stimulus [GO:0002437]
8664,FUN_008273,gene,yes,nucleoside diphosphate phosphorylation [GO:0006165]
8665,FUN_008273,gene,yes,nucleoside triphosphate biosynthetic process [GO:0009142]
8666,FUN_008273,gene,yes,spermatogenesis [GO:0007283]
8667,FUN_008274,gene,no,carbohydrate transport [GO:0008643]
8668,FUN_008274,gene,no,negative regulation of innate immune response [GO:0045824]
8669,FUN_008274,gene,no,negative regulation of Toll signaling pathway [GO:0045751]
8670,FUN_008274,gene,no,positive regulation of antimicrobial peptide production [GO:0002225]
8671,FUN_008274,gene,no,positive regulation of protein glycosylation [GO:0060050]
8672,FUN_008274,gene,no,UDP-galactose transmembrane transport [GO:0072334]
8673,FUN_008283,gene,no,
8674,FUN_009656,gene,no,asymmetric protein localization involved in cell fate determination [GO:0045167]
8675,FUN_009656,gene,no,cell fate specification [GO:0001708]
8676,FUN_009656,gene,no,cytoplasmic sequestering of transcription factor [GO:0042994]
8677,FUN_009656,gene,no,determination of adult lifespan [GO:0008340]
8678,FUN_009656,gene,no,embryo development ending in birth or egg hatching [GO:0009792]
8679,FUN_009656,gene,no,establishment of mitotic spindle orientation [GO:0000132]
8680,FUN_009656,gene,no,first cell cycle pseudocleavage [GO:0030590]
8681,FUN_009656,gene,no,heat acclimation [GO:0010286]
8682,FUN_009656,gene,no,maintenance of protein location in nucleus [GO:0051457]
8683,FUN_009656,gene,no,meiotic cell cycle [GO:0051321]
8684,FUN_009656,gene,no,negative regulation of gene expression [GO:0010629]
8685,FUN_009656,gene,no,polarity specification of anterior/posterior axis [GO:0009949]
8686,FUN_009656,gene,no,pronuclear migration [GO:0035046]
8687,FUN_009656,gene,no,protein export from nucleus [GO:0006611]
8688,FUN_009656,gene,no,regulation of gene expression [GO:0010468]
8689,FUN_009656,gene,no,regulation of mitotic cell cycle [GO:0007346]
8690,FUN_009656,gene,no,reproduction [GO:0000003]
8691,FUN_009656,gene,no,signal transduction [GO:0007165]
8692,FUN_009656,gene,no,zygote asymmetric cell division [GO:0010070]
8693,FUN_008979,gene,no,binding of sperm to zona pellucida [GO:0007339]
8694,FUN_008979,gene,no,chaperone-mediated protein folding [GO:0061077]
8695,FUN_008979,gene,no,positive regulation of establishment of protein localization to telomere [GO:1904851]
8696,FUN_008979,gene,no,positive regulation of telomerase activity [GO:0051973]
8697,FUN_008979,gene,no,positive regulation of telomerase RNA localization to Cajal body [GO:1904874]
8698,FUN_008979,gene,no,positive regulation of telomere maintenance via telomerase [GO:0032212]
8699,FUN_008979,gene,no,protein stabilization [GO:0050821]
8700,FUN_008979,gene,no,regulation of macrophage apoptotic process [GO:2000109]
8701,FUN_008979,gene,no,scaRNA localization to Cajal body [GO:0090666]
8702,FUN_008979,gene,no,toxin transport [GO:1901998]
8703,FUN_008979,gene,no,translocation of peptides or proteins into host cell cytoplasm [GO:0044053]
8704,FUN_009736,gene,no,cell wall chitin biosynthetic process [GO:0006038]
8705,FUN_009736,gene,no,chitin biosynthetic process [GO:0006031]
8706,FUN_009736,gene,no,positive regulation of nematode larval development [GO:0061063]
8707,FUN_009788,gene,no,cell cycle [GO:0007049]
8708,FUN_009788,gene,no,cell division [GO:0051301]
8709,FUN_009788,gene,no,regulation of mitotic cell cycle [GO:0007346]
8710,FUN_009805,gene,no,cell cycle [GO:0007049]
8711,FUN_009805,gene,no,cell division [GO:0051301]
8712,FUN_009805,gene,no,regulation of mitotic cell cycle [GO:0007346]
8713,FUN_009817,gene,no,negative regulation of neuronal signal transduction [GO:1902848]
8714,FUN_009817,gene,no,positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]
8715,FUN_008991,gene,no,co-translational protein modification [GO:0043686]
8716,FUN_008991,gene,no,post-translational protein modification [GO:0043687]
8717,FUN_008991,gene,no,protein N-linked glycosylation [GO:0006487]
8718,FUN_008991,gene,no,protein N-linked glycosylation via asparagine [GO:0018279]
8719,FUN_009839,gene,no,dehydroascorbic acid transport [GO:0070837]
8720,FUN_009839,gene,no,fructose transmembrane transport [GO:0015755]
8721,FUN_009839,gene,no,glucose transmembrane transport [GO:1904659]
8722,FUN_009841,gene,no,dehydroascorbic acid transport [GO:0070837]
8723,FUN_009841,gene,no,fructose transmembrane transport [GO:0015755]
8724,FUN_009841,gene,no,galactose transmembrane transport [GO:0015757]
8725,FUN_009841,gene,no,glucose metabolic process [GO:0006006]
8726,FUN_009841,gene,no,glucose transmembrane transport [GO:1904659]
8727,FUN_009841,gene,no,insulin receptor signaling pathway [GO:0008286]
8728,FUN_009841,gene,no,male meiosis I [GO:0007141]
8729,FUN_009841,gene,no,response to hypoxia [GO:0001666]
8730,FUN_009841,gene,no,transmembrane transport [GO:0055085]
8731,FUN_008994,gene,no,
8732,FUN_009857,gene,no,translation [GO:0006412]
8733,FUN_009857,gene,no,translational elongation [GO:0006414]
8734,FUN_009914,gene,no,cell cycle [GO:0007049]
8735,FUN_009914,gene,no,cell division [GO:0051301]
8736,FUN_009914,gene,no,regulation of mitotic cell cycle [GO:0007346]
8737,FUN_009014,gene,no,cell differentiation [GO:0030154]
8738,FUN_008877,gene,no,aggrephagy [GO:0035973]
8739,FUN_009044,gene,no,bile acid metabolic process [GO:0008206]
8740,FUN_009044,gene,no,cholesterol homeostasis [GO:0042632]
8741,FUN_009044,gene,no,cholesterol metabolic process [GO:0008203]
8742,FUN_009044,gene,no,cholesterol transport [GO:0030301]
8743,FUN_009044,gene,no,intestinal cholesterol absorption [GO:0030299]
8744,FUN_009044,gene,no,intracellular cholesterol transport [GO:0032367]
8745,FUN_009044,gene,no,lysosomal transport [GO:0007041]
8746,FUN_009044,gene,no,negative regulation of TORC1 signaling [GO:1904262]
8747,FUN_009044,gene,no,protein glycosylation [GO:0006486]
8748,FUN_009044,gene,no,sterol transport [GO:0015918]
8749,FUN_009054,gene,no,cholesterol catabolic process [GO:0006707]
8750,FUN_009054,gene,no,progesterone metabolic process [GO:0042448]
8751,FUN_009054,gene,no,protein localization to membrane raft [GO:1903044]
8752,FUN_009054,gene,no,regulation of long-term synaptic potentiation [GO:1900271]
8753,FUN_009054,gene,no,xenobiotic metabolic process [GO:0006805]
8754,FUN_008879,gene,no,apoptotic process [GO:0006915]
8755,FUN_008879,gene,no,cell division [GO:0051301]
8756,FUN_008879,gene,no,chromatin looping [GO:0140588]
8757,FUN_008879,gene,no,negative regulation of G2/M transition of mitotic cell cycle [GO:0010972]
8758,FUN_008879,gene,no,negative regulation of mitotic metaphase/anaphase transition [GO:0045841]
8759,FUN_008879,gene,no,positive regulation of sister chromatid cohesion [GO:0045876]
8760,FUN_008879,gene,no,protein localization to chromatin [GO:0071168]
8761,FUN_008879,gene,no,regulation of transcription by RNA polymerase II [GO:0006357]
8762,FUN_008879,gene,no,replication-born double-strand break repair via sister chromatid exchange [GO:1990414]
8763,FUN_008879,gene,no,sister chromatid cohesion [GO:0007062]
8764,FUN_008883,gene,no,protein folding [GO:0006457]
8765,FUN_008883,gene,no,response to endoplasmic reticulum stress [GO:0034976]
8766,FUN_009095,gene,no,cell cycle [GO:0007049]
8767,FUN_009095,gene,no,cell division [GO:0051301]
8768,FUN_009095,gene,no,regulation of mitotic cell cycle [GO:0007346]
8769,FUN_009152,gene,no,cell cycle [GO:0007049]
8770,FUN_009152,gene,no,cell division [GO:0051301]
8771,FUN_009152,gene,no,regulation of mitotic cell cycle [GO:0007346]
8772,FUN_009157,gene,no,cell cycle [GO:0007049]
8773,FUN_009157,gene,no,cell division [GO:0051301]
8774,FUN_009157,gene,no,regulation of mitotic cell cycle [GO:0007346]
8775,FUN_009205,gene,no,cell cycle [GO:0007049]
8776,FUN_009205,gene,no,cell division [GO:0051301]
8777,FUN_009205,gene,no,regulation of mitotic cell cycle [GO:0007346]
8778,FUN_009207,gene,no,cell cycle [GO:0007049]
8779,FUN_009207,gene,no,cell division [GO:0051301]
8780,FUN_009207,gene,no,regulation of mitotic cell cycle [GO:0007346]
8781,FUN_009213,gene,no,cell cycle [GO:0007049]
8782,FUN_009213,gene,no,cell division [GO:0051301]
8783,FUN_009213,gene,no,regulation of mitotic cell cycle [GO:0007346]
8784,FUN_009226,gene,no,cell cycle [GO:0007049]
8785,FUN_009226,gene,no,cell division [GO:0051301]
8786,FUN_009226,gene,no,regulation of mitotic cell cycle [GO:0007346]
8787,FUN_009234,gene,no,cell cycle [GO:0007049]
8788,FUN_009234,gene,no,cell division [GO:0051301]
8789,FUN_009234,gene,no,regulation of mitotic cell cycle [GO:0007346]
8790,FUN_009242,gene,no,cell cycle [GO:0007049]
8791,FUN_009242,gene,no,cell division [GO:0051301]
8792,FUN_009242,gene,no,regulation of mitotic cell cycle [GO:0007346]
8793,FUN_009245,gene,no,cell cycle [GO:0007049]
8794,FUN_009245,gene,no,cell division [GO:0051301]
8795,FUN_009245,gene,no,regulation of mitotic cell cycle [GO:0007346]
8796,FUN_009259,gene,no,cell cycle [GO:0007049]
8797,FUN_009259,gene,no,cell division [GO:0051301]
8798,FUN_009259,gene,no,regulation of mitotic cell cycle [GO:0007346]
8799,FUN_009297,gene,no,transposition, DNA-mediated [GO:0006313]
8800,FUN_009335,gene,no,antigen transcytosis by M cells in mucosal-associated lymphoid tissue [GO:0002412]
8801,FUN_009335,gene,no,innate immune response [GO:0045087]
8802,FUN_009335,gene,no,neutrophil migration [GO:1990266]
8803,FUN_009346,gene,no,anatomical structure development [GO:0048856]
8804,FUN_009346,gene,no,anterior/posterior pattern specification [GO:0009952]
8805,FUN_009346,gene,no,astrocyte differentiation [GO:0048708]
8806,FUN_009346,gene,no,axon guidance [GO:0007411]
8807,FUN_009346,gene,no,axonogenesis [GO:0007409]
8808,FUN_009346,gene,no,blood vessel development [GO:0001568]
8809,FUN_009346,gene,no,brain development [GO:0007420]
8810,FUN_009346,gene,no,camera-type eye development [GO:0043010]
8811,FUN_009346,gene,no,cell differentiation [GO:0030154]
8812,FUN_009346,gene,no,cell fate commitment [GO:0045165]
8813,FUN_009346,gene,no,cell fate determination [GO:0001709]
8814,FUN_009346,gene,no,cell population proliferation [GO:0008283]
8815,FUN_009346,gene,no,cellular response to fibroblast growth factor stimulus [GO:0044344]
8816,FUN_009346,gene,no,cellular response to glucose stimulus [GO:0071333]
8817,FUN_009346,gene,no,cellular response to insulin stimulus [GO:0032869]
8818,FUN_009346,gene,no,cellular response to leukemia inhibitory factor [GO:1990830]
8819,FUN_009346,gene,no,cellular response to prostaglandin E stimulus [GO:0071380]
8820,FUN_009346,gene,no,cellular response to xenobiotic stimulus [GO:0071466]
8821,FUN_009346,gene,no,central nervous system development [GO:0007417]
8822,FUN_009346,gene,no,cerebellum development [GO:0021549]
8823,FUN_009346,gene,no,cerebral cortex development [GO:0021987]
8824,FUN_009346,gene,no,cerebral cortex regionalization [GO:0021796]
8825,FUN_009346,gene,no,chromatin remodeling [GO:0006338]
8826,FUN_009346,gene,no,commitment of neuronal cell to specific neuron type in forebrain [GO:0021902]
8827,FUN_009346,gene,no,cornea development in camera-type eye [GO:0061303]
8828,FUN_009346,gene,no,DNA demethylation [GO:0080111]
8829,FUN_009346,gene,no,DNA methylation [GO:0006306]
8830,FUN_009346,gene,no,dorsal/ventral axis specification [GO:0009950]
8831,FUN_009346,gene,no,dorsal/ventral pattern formation [GO:0009953]
8832,FUN_009346,gene,no,embryonic camera-type eye morphogenesis [GO:0048596]
8833,FUN_009346,gene,no,epithelial cell development [GO:0002064]
8834,FUN_009346,gene,no,establishment of mitotic spindle orientation [GO:0000132]
8835,FUN_009346,gene,no,eye photoreceptor cell development [GO:0042462]
8836,FUN_009346,gene,no,forebrain development [GO:0030900]
8837,FUN_009346,gene,no,forebrain dorsal/ventral pattern formation [GO:0021798]
